3K_DNA_IRIS_UNIQUE_ID	Genetic_Stock_varname	AWPR_REPRO	CUDI_CODE_REPRO	CULT_CODE_REPRO	CUNO_CODE_REPRO	LLT_CODE	PLT_CODE_POST	SDHT_CODE	APANTH_REPRO	APSH	APCO_REV_POST	APCO_REV_REPRO	AWCO_LREV	AWCO_REV	AWDIST	BLANTHPR_VEG	BLANTHDI_VEG	BLPUB_VEG	BLSCO_ANTH_VEG	BLSCO_REV_VEG	CCO_REV_VEG	CUAN_REPRO	ENDO	FLA_EREPRO	FLA_REPRO	INANTH	LIGCO_REV_VEG	LIGSH	LPCO_REV_POST	LPPUB	LSEN	NOANTH	PEX_REPRO	PTH	SCCO_REV	SECOND_BR_REPRO	SLCO_REV	SPKF	SLLT_CODE	AUCO_REV_VEG	BLCO_REV_VEG	CUST_REPRO	INCO_REV_REPRO	LA	NOCO_REV	PA_REPRO	PSH	PTY
IRIS_313-9239	RIMBUN::IRGC_43741-1	0.0	2.0	7.0	2.0	4.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	42.0	4.0	9.0		9.0	1.0	10.0	1.0	80.0	4.0	3.0	61.0	60.0	3.0	60.0	5.0		2.0	1.0	5.0
IRIS_313-10258	BULI_INIA::IRGC_116961-1								0.0	2.0	20.0	70.0	0.0	0.0		0.0		3.0	0.0	60.0	61.0	3.0		5.0	7.0	0.0	11.0	3.0	20.0	4.0	7.0	0.0	7.0	1.0		1.0	20.0	4.0	5.0	62.0	63.0	7.0	60.0	5.0	60.0	4.0	1.0	5.0
IRIS_313-8385	JC_149::IRGC_9070-1	0.0	2.0	5.0	2.0	4.0	4.0	1.0				70.0		0.0				3.0		60.0	60.0	1.0	1.0		1.0		11.0		20.0		1.0		9.0	2.0	10.0		80.0	4.0	3.0	61.0	60.0	1.0	60.0					9.0
IRIS_313-9053	ARC_12536::IRGC_41068-1	0.0	2.0	6.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		7.0		11.0	3.0	20.0	3.0	7.0		7.0	3.0	55.0	1.0	20.0	3.0	3.0	61.0	60.0	3.0	60.0	3.0		2.0	1.0	7.0
IRIS_313-9445	KOIYA_DIGHA::IRGC_63517-1	1.0	1.0	5.0	2.0	3.0	3.0	2.0				87.0		80.0				3.0		84.0	80.0	7.0	1.0		5.0		11.0	3.0	90.0	3.0	5.0		5.0	3.0	70.0	1.0	80.0	4.0	3.0	80.0	63.0	9.0	84.0	3.0		2.0	1.0	
IRIS_313-9464	SML_ACORNI::IRGC_13389-1	0.0	1.0	3.0	1.0	3.0	3.0	1.0				80.0		0.0				1.0		84.0	60.0	1.0	1.0		1.0		11.0		42.0		9.0		9.0	2.0	10.0		20.0	4.0	3.0	61.0	85.0	1.0	60.0					1.0
IRIS_313-10051	TSIVIMBININA::IRGC_69890-1	0.0	2.0	5.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	1.0	1.0		5.0		11.0	3.0	20.0	5.0	3.0		9.0	1.0	10.0	1.0	20.0	5.0	3.0	61.0	63.0	1.0	60.0	3.0		2.0	1.0	5.0
IRIS_313-8765	TIMMURAY::IRGC_67857-1	0.0	2.0	7.0	2.0	3.0	4.0	2.0				87.0		0.0				3.0		60.0	61.0	5.0	1.0		5.0		11.0	3.0	100.0	4.0	7.0		9.0	2.0	10.0	1.0	80.0	5.0	3.0	61.0	61.0	5.0	41.0	9.0		2.0	1.0	6.0
IRIS_313-9170	TK_DEEP_STRAW_34-786::IRGC_38522-1	0.0	1.0	6.0	2.0	3.0	3.0	2.0				80.0		0.0				3.0		60.0	61.0	1.0	1.0		5.0		11.0	3.0	42.0	5.0	9.0		9.0	3.0	10.0	1.0	40.0	5.0	3.0	61.0	60.0	3.0	60.0	2.0		2.0	3.0	5.0
IRIS_313-9682	TK_RED_35-799::IRGC_38535-1	0.0	1.0	7.0	2.0	4.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	1.0	1.0		3.0		11.0	3.0	52.0	5.0	7.0		9.0	2.0	10.0	1.0	20.0	5.0	3.0	61.0	60.0	3.0	41.0	2.0		2.0	3.0	5.0
IRIS_313-8656	BASMATI_1::IRGC_27798-1	1.0	1.0	5.0	2.0	4.0	3.0	2.0				80.0		40.0				3.0		60.0	60.0	1.0	1.0		3.0		11.0		20.0		9.0		9.0	2.0	10.0		20.0	4.0	5.0	61.0	60.0	7.0	60.0					5.0
IRIS_313-9172	ARC_7229::IRGC_12331-1	1.0	1.0	4.0	2.0	3.0	3.0	2.0				80.0		80.0				3.0		60.0	60.0	3.0	1.0		3.0		11.0		20.0		9.0		3.0	2.0	10.0		80.0	4.0	3.0	61.0	60.0	9.0	60.0					1.0
IRIS_313-8316	RADIN_PAHANG::IRGC_14487-1	0.0	2.0	6.0	2.0	4.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	42.0	2.0	9.0		9.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	60.0	1.0		2.0	1.0	5.0
IRIS_313-9516	NCS_840::IRGC_62530-1	1.0	1.0	4.0	2.0	3.0	3.0	2.0				80.0		20.0				3.0		80.0	61.0	3.0	1.0		3.0		84.0	3.0	100.0	2.0	3.0		7.0	2.0	70.0	1.0	20.0	3.0	3.0	61.0	60.0	3.0	84.0	4.0		2.0	1.0	5.0
IRIS_313-9861	KURKARUPPAN::IRGC_15449-1	5.0	2.0	5.0	2.0	4.0	3.0	2.0				80.0		20.0				3.0		60.0	60.0	7.0	1.0		1.0		11.0		100.0		9.0		1.0	1.0	70.0			3.0	3.0	61.0	61.0	9.0	60.0					5.0
IRIS_313-10289	ARAURE_1::IRGC_116956-1								0.0	2.0	20.0	60.0	0.0	0.0		0.0		3.0	0.0	60.0	61.0	3.0		1.0	5.0	0.0	11.0	3.0	20.0	4.0	7.0	0.0	9.0	1.0		1.0	20.0	4.0	3.0	62.0	60.0	9.0	60.0	5.0	60.0	4.0	1.0	3.0
IRIS_313-10290	ELONI::IRGC_116980-1								0.0	2.0	80.0	60.0	0.0	0.0		0.0		3.0	0.0	60.0	61.0	3.0		1.0	3.0	0.0	11.0	3.0	20.0	4.0	7.0	0.0	7.0	2.0		1.0	20.0	4.0	3.0	62.0	60.0	7.0	60.0	1.0	60.0	4.0	1.0	5.0
IRIS_313-10300	CT_9506-18-7-1T-2::IRGC_116973-1								0.0	2.0	20.0	60.0	0.0	0.0		0.0		3.0	0.0	60.0	61.0	3.0		1.0	3.0	0.0	11.0	3.0	20.0	4.0	7.0	0.0	9.0	2.0		1.0	20.0	4.0	3.0	62.0	63.0	9.0	60.0	1.0	60.0	4.0	1.0	3.0
IRIS_313-10333	B_6136-3-TB-0-1-5::IRGC_117312-1								0.0	1.0	20.0	60.0	0.0	0.0		0.0		3.0	0.0	60.0	61.0	1.0		3.0	3.0	0.0	11.0	3.0	20.0	4.0	7.0	0.0	5.0	3.0		1.0	20.0	4.0	3.0	62.0	60.0	9.0	60.0	1.0	60.0	3.0	1.0	5.0
IRIS_313-10334	B_6136_E-3-TB-0-1-5::IRGC_117311-1								0.0	1.0	20.0	60.0	0.0	0.0		0.0		3.0	0.0	60.0	61.0	1.0		3.0	3.0	0.0	11.0	3.0	20.0	4.0	7.0	0.0	5.0	3.0		1.0	20.0	4.0	3.0	62.0	60.0	9.0	60.0	1.0	60.0	3.0	1.0	5.0
IRIS_313-10337	B_6149_F-MR-7::IRGC_117314-1								0.0	1.0	80.0	80.0	0.0	0.0		1.0	85.0	3.0	3.0	81.0	61.0	1.0		1.0	7.0	0.0	84.0	3.0	54.0	4.0	7.0	0.0	9.0	3.0		1.0	20.0	4.0	3.0	62.0	60.0	7.0	41.0	1.0	60.0	4.0	1.0	5.0
IRIS_313-10341	BR_5230-46-4::IRGC_117318-1								0.0	1.0	20.0	60.0	0.0	0.0		0.0		3.0	0.0	60.0	61.0	3.0		1.0	3.0	0.0	11.0	3.0	20.0	4.0	7.0	0.0	9.0	3.0		1.0	20.0	4.0	3.0	62.0	60.0	9.0	60.0	1.0	60.0	4.0	1.0	5.0
IRIS_313-10348	CSR-89_IR-15::IRGC_117326-1								0.0	2.0	70.0	80.0	0.0	0.0		1.0	85.0	3.0	3.0	84.0	61.0	1.0		1.0	3.0	0.0	11.0	3.0	20.0	4.0	7.0	0.0	9.0	3.0		1.0	20.0	3.0	3.0	62.0	60.0	9.0	60.0	1.0	60.0	4.0	1.0	5.0
IRIS_313-10349	CSR-90_IR-2::IRGC_117327-1								0.0	2.0	20.0	60.0	20.0	11.0	5.0	0.0		3.0	0.0	60.0	61.0	5.0		1.0	5.0	0.0	11.0	3.0	53.0	4.0	7.0	0.0	9.0	3.0		1.0	20.0	4.0	5.0	62.0	60.0	7.0	60.0	3.0	60.0	4.0	1.0	5.0
IRIS_313-10352	CT_9737-6-1-1-2-2P-M::IRGC_117330-1								0.0	2.0	20.0	60.0	0.0	0.0		0.0		3.0	0.0	60.0	61.0	1.0		1.0	3.0	0.0	11.0	3.0	20.0	4.0	7.0	0.0	9.0	2.0		1.0	20.0	4.0	3.0	62.0	60.0	9.0	60.0	1.0	60.0	3.0	1.0	5.0
IRIS_313-10397	IRGA_318-11-6-9-2B::IRGC_117339-1								0.0	2.0	20.0	60.0	20.0	61.0	1.0	0.0		3.0	0.0	60.0	61.0	1.0		1.0	3.0	0.0	11.0	3.0	20.0	4.0	7.0	0.0	7.0	3.0		1.0	20.0	4.0	5.0	62.0	63.0	9.0	60.0	5.0	60.0	4.0	1.0	5.0
IRIS_313-10399	IRGA_346-111-2-1F::IRGC_117341-1								0.0	1.0	20.0	60.0	0.0	0.0		0.0		3.0	0.0	60.0	61.0	1.0		1.0	3.0	0.0	11.0	3.0	20.0	4.0	7.0	0.0	7.0	2.0		1.0	20.0	4.0	3.0	62.0	63.0	9.0	60.0	3.0	60.0	4.0	1.0	5.0
IRIS_313-10403	IRGA_659-1-2-2-2::IRGC_117345-1								0.0	1.0	20.0	60.0	0.0	0.0		0.0		3.0	0.0	60.0	61.0	1.0		1.0	3.0	0.0	11.0	3.0	20.0	4.0	7.0	0.0	7.0	2.0		1.0	20.0	4.0	3.0	62.0	63.0	9.0	60.0	3.0	60.0	4.0	1.0	5.0
IRIS_313-10404	K_479-2-3::IRGC_117346-1								0.0	1.0	20.0	60.0	20.0	11.0	1.0	0.0		3.0	0.0	60.0	61.0	3.0		3.0	3.0	0.0	11.0	3.0	20.0	4.0	7.0	0.0	5.0	2.0		1.0	20.0	4.0	3.0	62.0	60.0	7.0	60.0	5.0	60.0	3.0	1.0	5.0
IRIS_313-10412	RR_272-17-829::IRGC_117354-1								0.0	2.0	20.0	60.0	0.0	0.0		0.0		3.0	0.0	60.0	61.0	1.0		1.0	1.0	0.0	11.0	3.0	20.0	4.0	7.0	0.0	9.0	3.0		1.0	20.0	4.0	3.0	62.0	63.0	9.0	60.0	3.0	60.0	3.0	1.0	3.0
IRIS_313-10417	UPR_1201-1-20-1::IRGC_117357-1								0.0	2.0	20.0	60.0	0.0	0.0		0.0		3.0	0.0	60.0	61.0	1.0		1.0	3.0	0.0	11.0	3.0	53.0	4.0	7.0	0.0	9.0	3.0		1.0	20.0	4.0	3.0	62.0	63.0	7.0	60.0	1.0	60.0	4.0	1.0	5.0
IRIS_313-8341	BAT_DO::IRGC_7014-1	0.0	2.0	5.0	2.0	3.0	3.0	2.0				10.0		0.0				3.0		60.0	60.0	7.0	1.0		1.0		11.0		20.0		1.0		9.0	2.0	70.0			3.0	5.0	61.0	60.0	7.0	60.0					9.0
IRIS_313-8303	SURMATIYA::IRGC_74779-1	0.0	2.0	5.0	2.0	3.0	3.0	2.0			87.0	80.0		0.0				3.0		80.0	80.0	3.0	1.0		1.0		80.0	3.0	20.0	4.0	7.0		7.0	3.0	10.0	1.0	80.0	4.0	3.0	80.0	85.0	1.0	41.0	1.0	60.0	2.0	5.0	5.0
IRIS_313-8314	BEUREUM_MEULIT::IRGC_35563-1	0.0	2.0	5.0	2.0	4.0	4.0	2.0				10.0		0.0				3.0		84.0	60.0	3.0	1.0		7.0		11.0		20.0		9.0		9.0	2.0	70.0		20.0	4.0	3.0	61.0	60.0	9.0	60.0					5.0
IRIS_313-8349	LATA_MONA::IRGC_49333-1	0.0	2.0	6.0	2.0	3.0	3.0	3.0				80.0		0.0				3.0		84.0	80.0	5.0	1.0		5.0		11.0	3.0	53.0	4.0	1.0		9.0	3.0	10.0	2.0	20.0	4.0	1.0	80.0	60.0	5.0	41.0	6.0	80.0	2.0	1.0	5.0
IRIS_313-8368	MENTIK_TJERE_BELUT::IRGC_18254-1	0.0	2.0	6.0	2.0	4.0	3.0	2.0				10.0		0.0				3.0		60.0	60.0	7.0	1.0		5.0		11.0		20.0		9.0		9.0	3.0	10.0		20.0	4.0	3.0	61.0	60.0	9.0	60.0					1.0
IRIS_313-8380	SAN_CHIAO_TSWEN::IRGC_1565-1	0.0	1.0	4.0	3.0	3.0	3.0	1.0				10.0		0.0				3.0		60.0	60.0	1.0	2.0		3.0		11.0		20.0		9.0		9.0	2.0	10.0			4.0	3.0	61.0	61.0	1.0	60.0					5.0
IRIS_313-8382	ARC_13252::IRGC_22604-1	0.0	2.0	6.0	2.0	3.0	3.0	2.0				10.0		0.0				3.0		60.0	60.0	3.0	1.0		5.0		11.0		20.0		9.0		9.0	3.0	70.0		20.0	4.0	3.0	61.0	60.0	7.0	60.0					5.0
IRIS_313-8392	IR_2003-P7-7-4-2::IRGC_32671-1	0.0	1.0	3.0	2.0	2.0	3.0	1.0				10.0		0.0				3.0		60.0	60.0	1.0	1.0		1.0		11.0		20.0		9.0		3.0	2.0	10.0		20.0	4.0	3.0	61.0	63.0	1.0	60.0					5.0
IRIS_313-8412	FEI_GAI_122::IRGC_63599-1	0.0	2.0	2.0	2.0	3.0	2.0	1.0			20.0	20.0		0.0				3.0		60.0	61.0	5.0	1.0		3.0		11.0	3.0	53.0	5.0	5.0		5.0	1.0	10.0	2.0	20.0	5.0	1.0	61.0	63.0	3.0	41.0	1.0	60.0	2.0	1.0	7.0
IRIS_313-8433	CHANG_LE_SAN_SHU_ZAO::IRGC_63561-1	0.0	1.0	1.0	2.0	2.0	2.0	2.0				20.0		0.0				3.0		60.0	61.0	1.0	1.0		1.0		11.0	3.0	20.0	2.0	3.0		5.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	1.0	41.0	1.0		2.0	1.0	3.0
IRIS_313-8435	UPRH_233::IRGC_61667-1	0.0	1.0	4.0	2.0	3.0	2.0	3.0				20.0		0.0				3.0		60.0	60.0	1.0	1.0		5.0		11.0	3.0	20.0	4.0	9.0		7.0	3.0	10.0	1.0	20.0	4.0	1.0	61.0	60.0	3.0	60.0	3.0		2.0	1.0	5.0
IRIS_313-8437	IRRIBINI::IRGC_49094-1	0.0	2.0	5.0	2.0	2.0	3.0	2.0			20.0	52.0		0.0				3.0		60.0	61.0	3.0	1.0		1.0		11.0	3.0	42.0	4.0	7.0		7.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	63.0	1.0	41.0	2.0	60.0	2.0	1.0	5.0
IRIS_313-8450	498-2A_BR_8::IRGC_5891-1	0.0	2.0	6.0	3.0	4.0	3.0	1.0				10.0		0.0				3.0		60.0	60.0	1.0	1.0		1.0		11.0		20.0		1.0		9.0	2.0	10.0			3.0	5.0	61.0	60.0	1.0	60.0					9.0
IRIS_313-8453	ARC_18597::IRGC_43299-1	0.0	2.0	6.0	2.0	4.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	20.0	2.0	7.0		9.0	3.0	70.0	1.0	20.0	3.0	3.0	61.0	60.0	3.0	60.0	5.0		2.0	3.0	5.0
IRIS_313-8454	LAI_YIP_ZIM::IRGC_4955-1	0.0	2.0	5.0	2.0	3.0	3.0	1.0				80.0		0.0				3.0		80.0	80.0	3.0	1.0		1.0		11.0		20.0		1.0		9.0	2.0	10.0			3.0	5.0	80.0	60.0	1.0	60.0					9.0
IRIS_313-8458	ARC_18175::IRGC_42316-1	0.0	1.0	6.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		3.0		11.0	3.0	20.0	4.0	9.0		9.0	1.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	60.0	3.0		2.0	1.0	7.0
IRIS_313-8474	PAH_WEAN::IRGC_78276-1	0.0	2.0	4.0	2.0	3.0	3.0	2.0			20.0	52.0		0.0				3.0		60.0	61.0	7.0	2.0		3.0		11.0	3.0	53.0	4.0	3.0		9.0	3.0	10.0	1.0	20.0	3.0	3.0	61.0	60.0	7.0	41.0	7.0	60.0	2.0	1.0	7.0
IRIS_313-8485	NAM_SA_GUI_19::IRGC_11462-1	0.0	1.0	5.0	2.0	3.0	3.0	2.0				80.0		0.0				3.0		60.0	80.0	3.0	1.0		3.0		11.0	3.0	20.0	3.0	7.0		7.0	3.0	10.0	1.0	20.0	4.0	3.0	80.0	60.0	3.0	60.0	4.0		2.0	1.0	5.0
IRIS_313-8509	PUILLIPINA_KATARI::IRGC_77293-1	1.0	2.0	6.0	2.0	2.0	3.0	2.0			20.0	20.0		20.0				3.0		60.0	61.0	7.0	1.0		5.0		11.0	3.0	42.0	2.0	5.0		9.0	3.0	10.0	1.0	20.0	4.0	1.0	61.0	60.0	5.0	41.0	3.0	60.0	2.0	1.0	7.0
IRIS_313-8514	DAA_MANSA::IRGC_67559-1	1.0	2.0	3.0	3.0	3.0	3.0	1.0				10.0		20.0				3.0		60.0	61.0	1.0	1.0		1.0		11.0	3.0	20.0	3.0	7.0		3.0	2.0	10.0	1.0	20.0	4.0	3.0	61.0	63.0	1.0	60.0	1.0		2.0	1.0	3.0
IRIS_313-8536	NG_KARAN_DE::IRGC_43489-1	0.0	2.0	6.0	2.0	4.0	4.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		7.0		11.0	3.0	20.0	2.0	5.0		9.0	3.0	10.0	1.0	20.0	3.0	3.0	61.0	60.0	3.0	60.0	1.0		2.0	1.0	5.0
IRIS_313-8559	KEERIPALA_CHILL_PADDY::IRGC_49790-1	1.0	1.0	4.0	2.0	2.0	3.0	2.0			20.0	20.0		20.0				3.0		60.0	61.0	1.0	1.0		1.0		11.0	3.0	20.0	4.0	5.0		7.0	3.0	70.0	1.0	20.0	5.0	3.0	61.0	63.0	3.0	41.0	3.0	60.0	2.0	1.0	5.0
IRIS_313-8585	ARC_11901::IRGC_21727-1	0.0	2.0	7.0	2.0	4.0	3.0	2.0				10.0		0.0				3.0		60.0	60.0	7.0	1.0		3.0		11.0		54.0		9.0		9.0	2.0	10.0		20.0	4.0	3.0	61.0	60.0	9.0	60.0					5.0
IRIS_313-8586	PLI_KHAO::IRGC_64596-1									1.0	20.0	60.0	0.0	0.0		0.0		3.0	0.0	60.0	61.0	3.0		3.0	7.0	0.0	11.0	3.0	53.0	4.0	5.0	0.0	9.0	3.0		1.0	20.0	4.0	3.0	62.0	60.0	7.0	60.0	5.0	60.0	3.0	1.0	3.0
IRIS_313-8603	ARC_12884::IRGC_22417-1	0.0	2.0	7.0	2.0	5.0	3.0	2.0				80.0		0.0				3.0		84.0	80.0	3.0	2.0		3.0		11.0		20.0		9.0		9.0	2.0	10.0		20.0	3.0	3.0	80.0	60.0	9.0	60.0					5.0
IRIS_313-8614	RAJHUSAI_(ACR_12)::IRGC_53630-1	0.0	1.0	6.0	3.0	4.0	3.0	1.0				20.0		0.0				3.0		60.0	60.0	3.0	1.0		3.0		11.0	3.0	20.0	4.0	9.0		9.0	3.0	10.0	1.0	20.0	4.0	1.0	61.0	63.0	1.0	60.0	2.0		2.0	1.0	9.0
IRIS_313-8616	IR_5494_(BPH_1)::IRGC_24484-1	0.0	1.0	3.0	3.0	3.0	3.0	2.0				10.0		0.0				3.0		60.0	60.0	1.0	1.0		1.0		11.0		20.0		9.0		9.0	1.0	10.0		20.0	4.0	3.0	61.0	63.0	1.0	60.0					5.0
IRIS_313-8621	ARC_11663::IRGC_42695-1	0.0	1.0	2.0	3.0	3.0	3.0	1.0				20.0		0.0				3.0		60.0	61.0	1.0	1.0		1.0		11.0	3.0	20.0	2.0	7.0		7.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	63.0	1.0	60.0	1.0		2.0	1.0	5.0
IRIS_313-8631	DUDRE::IRGC_52523-1	0.0	1.0	5.0	2.0	3.0	3.0	2.0				80.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	53.0	2.0	5.0		7.0	3.0	70.0	1.0	20.0	4.0	1.0	61.0	60.0	3.0	41.0	5.0		2.0	1.0	5.0
IRIS_313-8632	PATMADHAI_1::IRGC_77292-1	1.0	2.0	4.0	2.0	3.0	3.0	2.0			52.0	87.0		70.0				3.0		81.0	80.0	7.0	1.0		1.0		11.0	3.0	20.0	4.0	7.0		9.0	3.0	50.0	1.0	80.0	5.0	1.0	80.0	85.0	3.0	41.0	1.0	60.0	2.0	1.0	5.0
IRIS_313-8645	PAI_YI_PING::IRGC_1368-1	0.0	1.0	2.0	2.0	3.0	3.0	1.0				10.0		0.0				3.0		60.0	60.0	1.0	1.0		1.0		11.0		20.0		1.0		9.0	2.0	10.0			4.0	5.0	61.0	60.0	1.0	60.0					9.0
IRIS_313-8647	PERUNEL::IRGC_63113-1	0.0	1.0	5.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	60.0	3.0	1.0		5.0		11.0	3.0	20.0	4.0	7.0		9.0	3.0	70.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	41.0	3.0		2.0	1.0	3.0
IRIS_313-8659	YA_THAY_SAN::IRGC_58245-1	1.0	1.0	7.0	2.0	4.0	3.0					20.0		20.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	20.0	4.0	3.0		9.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	5.0	60.0	5.0		2.0	1.0	5.0
IRIS_313-8674	HAWM_KRUA::IRGC_64333-1	0.0	2.0	6.0	2.0	3.0	3.0	2.0				80.0		0.0				3.0		60.0	80.0	3.0	1.0		5.0		11.0	3.0	20.0	4.0	7.0		7.0	3.0	10.0	1.0	20.0	4.0	1.0	80.0	63.0	3.0	60.0	3.0		2.0	1.0	5.0
IRIS_313-8679	JAO_LEUANG::IRGC_65866-1	0.0	2.0	6.0	3.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	42.0	4.0	9.0		9.0	1.0	10.0	1.0	20.0	3.0	3.0	61.0	60.0	3.0	60.0	5.0	60.0	2.0	1.0	5.0
IRIS_313-8697	YEBAWYIN::IRGC_33885-1	0.0	2.0	5.0	2.0	3.0	3.0	2.0				10.0		0.0				3.0		60.0	60.0	1.0	1.0		5.0		11.0		54.0		9.0		3.0	2.0	10.0		20.0	4.0	3.0	61.0	60.0	7.0	60.0					5.0
IRIS_313-8704	ROPA::IRGC_74774-1	1.0	2.0	5.0	2.0	3.0	3.0	2.0				20.0		20.0				3.0		60.0	61.0	7.0	1.0		3.0		11.0	3.0	20.0	4.0	5.0		5.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	63.0	9.0	41.0	7.0	60.0	2.0	1.0	5.0
IRIS_313-8717	BAZAIL::IRGC_27526-1	0.0	1.0	6.0	2.0	4.0	3.0	2.0				80.0		0.0				3.0		84.0	80.0	3.0	1.0		5.0		11.0		20.0		1.0		9.0	3.0	10.0		20.0	4.0	3.0	80.0	85.0	9.0	60.0					1.0
IRIS_313-8731	NIBARI::IRGC_67742-1	0.0	2.0	5.0	2.0	3.0	3.0	2.0				80.0		0.0				3.0		60.0	61.0	3.0	1.0		3.0		11.0	3.0	20.0	4.0	5.0		9.0	1.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	41.0	5.0		2.0	1.0	5.0
IRIS_313-8732	WP_36::IRGC_55278-1	7.0	1.0	3.0	3.0	3.0	3.0	1.0				20.0		20.0				3.0		60.0	60.0	1.0	1.0		1.0		11.0	3.0	20.0	2.0	7.0		5.0	2.0	10.0	1.0	20.0	5.0	3.0	61.0	63.0	1.0	60.0	1.0		2.0	1.0	1.0
IRIS_313-8737	SADAJIRA_19-287::IRGC_38320-1	0.0	2.0	6.0	2.0	4.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	20.0	4.0	9.0		9.0	3.0	10.0		20.0	5.0	3.0	61.0	63.0	5.0	60.0	3.0		2.0	1.0	5.0
IRIS_313-8744	REMOL::IRGC_18624-1	0.0	2.0	7.0	2.0	4.0	4.0	2.0				10.0		0.0				3.0		60.0	60.0	3.0	1.0		5.0		11.0		20.0		9.0		9.0	2.0	10.0		20.0	4.0	3.0	61.0	60.0	9.0	60.0					1.0
IRIS_313-8754	TYPE_50::IRGC_74782-1	0.0	2.0	5.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		1.0		11.0	3.0	20.0	2.0	3.0		9.0	3.0	51.0	1.0	20.0	4.0	3.0	61.0	63.0	3.0	41.0	7.0	60.0	2.0	1.0	7.0
IRIS_313-8757	NIRGUNI::IRGC_61127-1	0.0	1.0	5.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	1.0	1.0		5.0		11.0	3.0	20.0	2.0	5.0		9.0	2.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	41.0	2.0		2.0	1.0	3.0
IRIS_313-8783	105::IRGC_40896-1	0.0	2.0	6.0	2.0	4.0	3.0	2.0				20.0		0.0				2.0		60.0	60.0	3.0	1.0		5.0		11.0	3.0	20.0	2.0	3.0		7.0	1.0	70.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	41.0	4.0		2.0	1.0	5.0
IRIS_313-8796	DUDH_KADAR::IRGC_67707-1	0.0	2.0	5.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	20.0	4.0	5.0		7.0	1.0	10.0	1.0	20.0	3.0	3.0	61.0	60.0	3.0	41.0	5.0		2.0	1.0	5.0
IRIS_313-8812	RELLY::IRGC_14623-1	0.0	2.0	6.0	2.0	4.0	4.0	1.0				10.0		0.0				3.0		60.0	60.0	3.0	1.0		5.0		11.0		54.0		9.0		9.0	2.0	10.0		20.0	4.0	3.0	61.0	60.0	9.0	60.0					1.0
IRIS_313-8822	STRAW_23-400::IRGC_38390-1	0.0	2.0	6.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	20.0	4.0	9.0		7.0	2.0	70.0	1.0	20.0	4.0	3.0	61.0	60.0	7.0	60.0	2.0		2.0	1.0	5.0
IRIS_313-8844	ARC_14060::IRGC_41374-1	0.0	1.0	4.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		7.0		11.0	3.0	42.0	2.0	7.0		9.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	61.0	3.0	60.0	5.0		2.0	1.0	9.0
IRIS_313-8846	BAIANG_6::IRGC_6129-1	0.0	2.0	5.0	3.0	3.0	3.0	1.0				10.0		0.0				3.0		60.0	60.0	1.0	1.0		5.0		11.0		20.0		1.0		9.0	2.0	10.0			4.0	5.0	61.0	60.0	9.0	60.0					9.0
IRIS_313-8850	ASHMBER::IRGC_27522-1	0.0	1.0	7.0	3.0	3.0	3.0	2.0				10.0		0.0				3.0		60.0	60.0	3.0	1.0		5.0		11.0		54.0		9.0		9.0	3.0	70.0		20.0	4.0	3.0	61.0	60.0	9.0	60.0					9.0
